,Ticker,Company,Sector
1207,TARAI.BO,TARAI FOODS LTD.,Other Agricultural Products
1208,MODAIRY.BO,MODERN DAIRIES LTD.,Packaged Foods
1209,BAMBINO.BO,BAMBINO AGRO INDUSTRIES LTD.,Packaged Foods
1210,PRIMIND.BO,PRIME INDUSTRIES LTD.,Edible Oils
1211,VIKASWSP.BO,VIKAS WSP LTD.,Specialty Chemicals
1212,JATALIA.BO,Jatalia Global Ventures Ltd,Internet Software & Services
1213,VSFPROJ.BO,VSF PROJECTS LTD.,Construction & Engineering
1214,BANSTEA.BO,BANSISONS TEA INDUSTRIES LTD.,Tea & Coffee
1215,POONADAL.BO,POONA DAL & OIL INDUSTRIES LTD.,Edible Oils
1216,TRANSFD.BO,TRANSGLOBE FOODS LTD.,Non-alcoholic Beverages
1217,ANIKINDS.BO,ANIK INDUSTRIES LTD.,Comm.Trading  & Distribution
1218,SHINDL.BO,SHARAT INDUSTRIES LTD.,Packaged Foods
1219,DATIWARE.BO,Datiware Maritime Infra Ltd,Shipping
1220,KMGMILK.BO,KMG MILK FOOD LTD.,Packaged Foods
1221,KSE.BO,KSE LTD.-$,Packaged Foods
1222,PIONAGR.BO,PIONEER AGRO EXTRACTS LTD.,Edible Oils
1223,NARBADA.BO,NARBADA GEMS AND JEWELLERY LTD.,Other Apparels & Accessories
1224,VIRATCRA.BO,VIRAT CRANE INDUSTRIES LTD.,Packaged Foods
1225,IBINFO.BO,IB INFOTECH ENTERPRISES LTD.,Other Agricultural Products
1226,AMBARPIL.BO,Ambar Protein Industries Ltd,Edible Oils
1227,CHORDIA.BO,CHORDIA FOOD PRODUCTS LTD.,Other Food Products
1228,CIANAGRO.BO,CIAN Agro Industries & Infrastructure Ltd,Edible Oils
1229,TAIIND.BO,TAI INDUSTRIES LTD.-$,Comm.Trading  & Distribution
1230,NKIND.BO,N.K.INDUSTRIES LTD.,Edible Oils
1231,BKV.BO,BKV INDUSTRIES LTD.,Packaged Foods
1232,NCCBLUE.BO,NCC BLUE WATER PRODUCTS LTD.,Packaged Foods
1233,ASIANTNE.BO,ASIAN TEA & EXPORTS LTD.-$,Comm.Trading  & Distribution
1234,HERITGFOOD.BO,Heritage Foods Limited,Packaged Foods
1235,SIMRAN.BO,SIMRAN FARMS LTD.,Packaged Foods
1236,DFM.BO,DFM FOODS LTD.,Packaged Foods
1237,CCL.BO,CCL PRODUCTS (INDIA) LTD.,Tea & Coffee
1238,KELLTONTEC.BO,Kellton Tech Solutions Ltd.,IT Software Products
1239,SURFI.BO,SURYO FOODS & INDUSTRIES LTD.,Packaged Foods
1240,INTEGFD.BO,INTEGRATED PROTEINS LTD.,Edible Oils
1241,MAHAANF.BO,MAHAAN FOODS LTD.,Packaged Foods
1242,RICOAUTO.BO,RICO AUTO INDUSTRIES LTD.,Auto Parts & Equipment
1243,OMAXAUTO.BO,OMAX AUTOS LTD.,Auto Parts & Equipment
1244,MUNJALSHOW.BO,MUNJAL SHOWA LTD.,Auto Parts & Equipment
1245,JAMNAAUTO.BO,JAMNA AUTO INDUSTRIES LTD.,Auto Parts & Equipment
1246,SUNCLAYLTD.BO,SUNDARAM-CLAYTON LTD.,Auto Parts & Equipment
1247,JTEKTINDIA.BO,Jtekt India Ltd,Auto Parts & Equipment
1248,MUNJALAU.BO,MUNJAL AUTO INDUSTRIES LTD.,Auto Parts & Equipment
1249,JAYBARMARU.BO,JAY BHARAT MARUTI LTD.,Auto Parts & Equipment
1250,RACLGEAR.BO,RACL Geartech Ltd,Auto Parts & Equipment
1251,SAMKRG.BO,SAMKRG PISTONS & RINGS LTD.-$,Auto Parts & Equipment
1252,ECSTSTL.BO,EAST COAST STEEL LTD.,Iron & Steel/Interm.Products
1253,SICAL.BO,SICAL LOGISTICS LTD.,Transportation - Logistics
1254,RATNAMANI.BO,RATNAMANI METALS & TUBES LTD.-$,Iron & Steel Products
1255,VESUVIUS.BO,VESUVIUS INDIA LTD.,Other Industrial Goods
1256,ASAL.BO,AUTOMOTIVE STAMPINGS & ASSEMBLIES LTD.,Auto Parts & Equipment
1257,ARCEEIN.BO,ARCEE INDUSTRIES LTD.,Plastic Products
1258,ABCINDQ.BO,ABC INDIA LTD.-$,Surface Transportation
1259,BALTE.BO,BALURGHAT TECHNOLOGIES LTD.,Surface Transportation
1260,COARO.BO,COASTAL ROADWAYS LTD.,Surface Transportation
1261,SIBARAUT.BO,SIBAR AUTO PARTS LTD.,Auto Parts & Equipment
1262,SHREYAS.BO,SHREYAS SHIPPING & LOGISTICS LTD.,Shipping
1263,STARLOG.BO,Starlog Enterprises Ltd,Marine Port & Services
1264,SHVSUIT.BO,SHIVA SUITINGS LTD.,Comm.Trading  & Distribution
1265,EUROTEXIND.BO,EUROTEX INDUSTRIES & EXPORTS LTD.,Textiles
1266,ICIL.BO,INDO COUNT INDUSTRIES LTD.,Textiles
1267,MARALOVER.BO,MARAL OVERSEAS LTD.,Textiles
1268,SOMATEX.BO,SOMA TEXTILES & INDUSTRIES LTD.,Textiles
1269,SOURCEIND.BO,SOURCE INDUSTRIES (INDIA) LTD.,Textiles
1270,ADVLIFE.BO,ADVANCE LIFESTYLES LTD.,Textiles
1271,KAKTEX.BO,KAKATIYA TEXTILES LTD.,Textiles
1272,OCTAVE.BO,Perfect-Octave Media Projects Ltd,Broadcasting & Cable TV
1273,TRIDENT.BO,TRIDENT LTD.,Textiles
1274,HISARSP.BO,HISAR SPINNING MILLS LTD.,Textiles
1275,ALOKTEXT.BO,ALOK INDUSTRIES LTD.,Textiles
1276,PASARI.BO,PASARI SPINNING MILLS LTD.,Textiles
1277,SPENTEX.BO,SPENTEX INDUSTRIES LTD.,Textiles
1278,AMARJOTHI.BO,AMARJOTHI SPINNING MILLS LTD.,Textiles
1279,OLYMPTX.BO,OLYMPIA INDUSTRIES LTD.,Internet & Catalogue Retail
1280,NAGREEKEXP.BO,NAGREEKA EXPORTS LTD.-$,Textiles
1281,SUDTIND-B.BO,SUDITI INDUSTRIES LTD.,Textiles
1282,SBFL.BO,Shree Bhavya Fabrics Ltd,Textiles
1283,GEMSPIN.BO,GEM SPINNERS INDIA LTD.,Textiles
1284,EUREKAI.BO,EUREKA INDUSTRIES LTD.,Textiles
1285,ADITYASP.BO,ADITYA SPINNERS LTD.,Textiles
1286,PRIMEURB.BO,PRIME URBAN DEVELOPMENT INDIA LTD.,Realty
1287,DHANFAB.BO,DHANLAXMI FABRICS LTD.,Textiles
1288,SLSTLQ.BO,SRI LAKSHMI SARASWATHI TEXTILES (ARNI) LTD.-$,Textiles
1289,ZODIACLOTH.BO,ZODIAC CLOTHING CO.LTD.,Other Apparels & Accessories
1290,SRMCL.BO,SRI RAMAKRISHNA MILLS (COIMBATORE) LTD.-$,Textiles
1291,SUPERSPIN.BO,SUPER SPINNING MILLS LTD.,Textiles
1292,SEASONF.BO,SEASONS FURNISHINGS LTD.,Comm.Trading  & Distribution
1293,UNITEDTE.BO,UNITED TEXTILES LTD.,Textiles
1294,SILINV.BO,SIL INVESTMENTS LTD.,Other Financial Services
1295,SURYALAXMI.BO,SURYALAKSHMI COTTON MILLS LTD.,Textiles
1296,SAMTEX.BO,SAMTEX FASHIONS LTD.-$,Other Apparels & Accessories
1297,CITYMAN.BO,CITYMAN LTD.,Other Apparels & Accessories
1298,DHANROTO.BO,DHANALAXMI ROTO SPINNERS LTD.,Textiles
1299,DAMOINDUS.BO,DAMODAR INDUSTRIES LTD.-$,Textiles
1300,SANBLUE.BO,SANBLUE CORPORATION LTD.,Other Apparels & Accessories
1301,UNIROYAL.BO,UNIROYAL INDUSTRIES LTD.,Textiles
1302,TATIAGLOB.BO,TATIA GLOBAL VENNTURE LTD.,Other Apparels & Accessories
1303,SUNILTX.BO,SUNIL INDUSTRIES LTD.,Comm.Trading  & Distribution
1304,SRINACHA.BO,SRI NACHAMMAI COTTON MILLS LTD.-$,Textiles
1305,SAMBANDAM.BO,SAMBANDAM SPINNING MILLS LTD.-$,Textiles
1306,KANDAGIRI.BO,KANDAGIRI SPINNING MILLS LTD.-$,Textiles
1307,KITEX.BO,KITEX GARMENTS LTD.,Other Apparels & Accessories
1308,CRANEX.BO,CRANEX LTD.,Commercial Vehicles
1309,BATLIBOI.BO,BATLIBOI LTD.-$,Industrial Machinery
1310,AUSTENG.BO,AUSTIN ENGINEERING CO.LTD.,Industrial Machinery
1311,UNIDT.BO,UNITED DRILLING TOOLS LTD.,Other Industrial Goods
1312,FLUIDOM.BO,FLUIDOMAT LTD.,Other Elect.Equip./ Prod.
1313,EMAINDIA.BO,EMA INDIA LTD.,Industrial Machinery
1314,WINDMACHIN.BO,WINDSOR MACHINES LTD.,Industrial Machinery
1315,SHANTIGEAR.BO,SHANTHI GEARS LTD.,Industrial Machinery
1316,MIVENMACH.BO,MIVEN MACHINE TOOLS LTD.,Other Industrial Goods
1317,HONDAPOWER.BO,Honda India Power Products Ltd,Industrial Machinery
1318,HITECHGEAR.BO,The Hi-Tech Gears Ltd,Auto Parts & Equipment
1319,ELGIEQUIP.BO,ELGI EQUIPMENTS LTD.,Industrial Machinery
1320,UVDRHOR.BO,UNITED VAN DER HORST LTD.,Heavy Electrical Equipment
1321,KLBRENG-B.BO,KILBURN ENGINEERING LTD.,Industrial Machinery
1322,BIRLAPREC.BO,BIRLA PRECISION TECHNOLOGIES LTD.,Industrial Machinery
1323,YUKEN.BO,YUKEN INDIA LTD.-$,Auto Parts & Equipment
1324,TIMKEN.BO,TIMKEN INDIA LTD.,Industrial Machinery
1325,VOITHPAPR.BO,VOITH PAPER FABRICS INDIA LTD.-$,Textiles
1326,ARTSONEN.BO,ARTSON ENGINEERING LTD.,Industrial Machinery
1327,SOLIMAC.BO,SOLITAIRE MACHINE TOOLS LTD.,Industrial Machinery
1328,INDSILHYD.BO,INDSIL HYDRO POWER AND MANGANESE LTD.-$,Iron & Steel/Interm.Products
1329,TMTIND-B1.BO,TMT (INDIA) LTD.,Industrial Machinery
1330,ITL.BO,ITL INDUSTRIES LTD.-$,Industrial Machinery
1331,FRONTSP.BO,FRONTIER SPRINGS LTD.,Auto Parts & Equipment
1332,PRAJIND.BO,PRAJ INDUSTRIES LTD.,Construction & Engineering
1333,RASANDIK.BO,RASANDIK ENGINEERING INDUSTRIES INDIA LTD.-$,Auto Parts & Equipment
1334,YOGISUNG.BO,YOGI SUNG-WON (INDIA) LTD.,Other Financial Services
1335,HLEGLAS.BO,HLE Glascoat Ltd,Industrial Machinery
1336,GUJAPOLLO.BO,GUJARAT APOLLO INDUSTRIES LTD.,Commercial Vehicles
1337,TANAA.BO,TANEJA AEROSPACE & AVIATION LTD.-$,Aerospace
1338,CONART.BO,CONART ENGINEERS LTD.-$,Construction & Engineering
1339,SHIVAGR.BO,SHIVAGRICO IMPLEMENTS LTD.,Industrial Machinery
1340,MMFL.BO,M.M.FORGINGS LTD.-$,Other Industrial Products
1341,IYKOTHITE.BO,IYKOT HITECH TOOLROOM LTD.,Other Industrial Goods
1342,MAYURUNIQ.BO,MAYUR UNIQUOTERS LTD.-$,Other Apparels & Accessories
1343,CENLUB.BO,CENLUB INDUSTRIES LTD.,Industrial Machinery
1344,RAJOOENG.BO,RAJOO ENGINEERS LTD.-$,Industrial Machinery
1345,JMCPROJECT.BO,JMC PROJECTS (INDIA) LTD.-$,Construction & Engineering
1346,VJLAXMIE.BO,VEEJAY LAKSHMI ENGINEERING WORKS LTD.-$,Industrial Machinery
1347,AHMDSTE.BO,AHMEDABAD STEELCRAFT LTD.,Iron & Steel/Interm.Products
1348,GET&D.BO,GE T&D India Ltd,Other Elect.Equip./ Prod.
1349,RAMRAT.BO,RAM RATNA WIRES LTD.-$,Other Elect.Equip./ Prod.
1350,JAYNECOIND.BO,JAYASWAL NECO INDUSTRIES LTD.,Iron & Steel/Interm.Products
1351,KALPATPOWR.BO,KALPATARU POWER TRANSMISSION LTD.,Heavy Electrical Equipment
1352,NMSRESRC.BO,NMS Resources Global Ltd,Comm.Trading  & Distribution
1353,CHANDNI.BO,Chandni Textiles Engineering Ind. Ltd,Textiles
1354,TIGLOB.BO,T & I GLOBAL LTD.,Industrial Machinery
1355,CONTROLPR.BO,CONTROL PRINT LTD.-$,Containers & Packaging
1356,BEMHY.BO,BEMCO HYDRAULICS LTD.,Other Industrial Goods
1357,ANSALBU.BO,ANSAL BUILDWELL LTD.-$,Realty
1358,WEIZMANIND.BO,WEIZMANN LTD.,Comm.Trading  & Distribution
1359,BNRSEC.BO,B.N.RATHI SECURITIES LTD.,Other Financial Services
1360,RISHITECH.BO,RISHI TECHTEX LTD.,Containers & Packaging
1361,SINCLAIR.BO,SINCLAIRS HOTELS LTD.-$,Hotels
1362,SAFARIND.BO,SAFARI INDUSTRIES (INDIA) LTD.,Other Apparels & Accessories
1363,ZBINTXPP.BO,BINAYAK TEX PROCESSORS LTD.,Textiles
1364,JJFINCOR.BO,J.J.FINANCE CORPORATION LTD.,Finance (including NBFCs)
1365,COSMOFE.BO,COSMO FERRITES LTD.-$,Electronic Components
1366,ZPPOLYSA.BO,PLANTER POLYSACKS LTD.,Containers & Packaging
1367,FUTURSEC.BO,FUTURISTIC SECURITIES LTD.,Finance (including NBFCs)
1368,SANCTRN.BO,SANCO TRANS LTD.,Transport Related Services
1369,ADORMUL.BO,ADOR MULTIPRODUCTS LTD.,Personal Products
1370,EIHAHOTELS.BO,EIH ASSOCIATED HOTELS LTD.-$,Hotels
1371,MEDICAPQ.BO,MEDI-CAPS LTD.-$,Pharmaceuticals
1372,OTCO.BO,OTCO INTERNATIONAL LTD.,Consulting Services
1373,MORGANITE.BO,MORGANITE CRUCIBLE (INDIA) LTD.,Other Industrial Goods
1374,SIPIND.BO,SIP INDUSTRIES LTD.,Other Agricultural Products
1375,BAPACK.BO,B&A Packaging India Limited,Paper & Paper Products
1376,ABAN.BO,ABAN OFFSHORE LTD.,Exploration & Production
1377,KOKUYOCMLN.BO,KOKUYO CAMLIN LTD.-$,Non-Durable Household Prod.
1378,SRMENERGY.BO,SRM ENERGY LTD.,Electric Utilities
1379,BHARATSE.BO,BHARAT SEATS LTD.-$,Auto Parts & Equipment
1380,CONTPTR.BO,CONTINENTAL PETROLEUMS LTD.,Oil Marketing & Distribution
1381,NBFOOT.BO,NB FOOTWEAR LTD.,Footwear
1382,MACPLASQ.BO,MACHINO PLASTICS LTD.-$,Plastic Products
1383,PEARLPOLY.BO,PEARL POLYMERS LTD.,Plastic Products
1384,VENKYS.BO,VENKY'S (INDIA) LTD.,Packaged Foods
1385,ADVANIHOTR.BO,ADVANI HOTELS & RESORTS (INDIA) LTD.,Hotels
1386,GVFILM.BO,GV FILMS LTD.,Movies & Entertainment
1387,SUPERHOUSE.BO,SUPERHOUSE LTD.,Footwear
1388,RAMAVISION.BO,RAMA VISION LTD.,Comm.Trading  & Distribution
1389,TCPLPACK.BO,TCPL PACKAGING LTD.-$,Containers & Packaging
1390,PURITY.BO,PURITY FLEX PACK LTD.,Paper & Paper Products
1391,BALMLAWRIE.BO,BALMER LAWRIE & CO.LTD.,Containers & Packaging
1392,KOVAI.BO,KOVAI MEDICAL CENTER & HOSPITAL LTD.,Healthcare Services
1393,ELDEHSG.BO,ELDECO HOUSING & INDUSTRIES LTD.,Realty
1394,MICROSE.BO,MICROSE INDIA LTD.,Finance (including NBFCs)
1395,STDSHOE.BO,STANDARD SHOE SOLE AND MOULD (INDIA) LTD.,Specialty Chemicals
1396,DCMSHRIRAM.BO,DCM Shriram Limited,Sugar
1397,DCMSRMIND.BO,DCM SHRIRAM INDUSTRIES LTD.-$,Sugar
1398,MAWANASUG.BO,MAWANA SUGARS LTD.,Sugar
1399,MINID.BO,MINI DIAMONDS (INDIA) LTD.,Other Apparels & Accessories
1400,MAHAPEXLTD.BO,MAHA RASHTRA APEX CORPORATION LTD.,Finance (including NBFCs)
1401,NILKAMAL.BO,NILKAMAL LTD.,Plastic Products
1402,NAHARPOLY.BO,NAHAR POLYFILMS LTD.,Containers & Packaging
1403,3MINDIA.BO,3M INDIA LTD.,Diversified
1404,JCHAC.BO,Johnson Controls-Hitachi Air Conditioning India Ltd,Consumer Electronics
1405,JMFINANCIL.BO,JM FINANCIAL LTD.-$,Holding Companies
1406,ADCINDIA.BO,ADC India Communications Limited-$,Telecom Equipment
1407,TNTELE.BO,TAMILNADU TELECOMMUNICATIONS LTD.,Telecom Cables
1408,SUNRAJDI.BO,SUNRAJ DIAMOND EXPORTS LTD.,Other Apparels & Accessories
1409,RIIL.BO,RELIANCE INDUSTRIAL INFRASTRUCTURE LTD.,Construction & Engineering
1410,SHARP.BO,SHARP INDIA LTD.,Consumer Electronics
1411,LINDEINDIA.BO,Linde India Limited,Industrial Gases
1412,INDBNK.BO,IND BANK HOUSING LTD.,Housing Finance 
1413,LOTUSCHO.BO,LOTUS CHOCOLATE CO.LTD.,Packaged Foods
1414,PACIFICI.BO,PACIFIC INDUSTRIES LTD.,Construction Materials
1415,CMMHOSP.BO,CHENNAI MEENAKSHI MULTISPECIALITY HOSPITAL LTD.-$,Healthcare Services
1416,APMIN.BO,APM INDUSTRIES LTD.-$,Textiles
1417,PRECWIRE.BO,PRECISION WIRES INDIA LTD.,Other Elect.Equip./ Prod.
1418,KRYPTONQ.BO,KRYPTON INDUSTRIES LTD.,Diversified
1419,MARBU.BO,MARTIN BURN LTD.,Realty
1420,FEL.BO,Future Enterprises Ltd,Department Stores
1421,INDTONER.BO,INDIAN TONERS & DEVELOPERS LTD.-$,Specialty Chemicals
1422,KUNSTOFF.BO,KUNSTSTOFFE INDUSTRIES LTD.,Plastic Products
1423,SCI.BO,SHIPPING CORPORATION OF INDIA LTD.,Shipping
1424,SIKA.BO,SIKA INTERPLANT SYSTEMS LTD.,Defence
1425,ITI.BO,ITI LTD.,Telecom Equipment
1426,DREDGECORP.BO,DREDGING CORPORATION OF INDIA LTD.,Shipping
1427,PHRMASI.BO,PHAARMASIA LTD.,Pharmaceuticals
1428,PODDAR.BO,Poddar Housing and Development Ltd,Realty
1429,NFL.BO,NATIONAL FERTILIZERS LTD.,Fertilizers
1430,IPRINGLTD.BO,IP RINGS LTD.-$,Auto Parts & Equipment
1431,PIIND.BO,PI Industries Ltd,Agrochemicals
1432,PLASTIBLEN.BO,PLASTIBLENDS INDIA LTD.-$,Specialty Chemicals
1433,REDEXPR.BO,REDEX PROTECH LTD.,Industrial Machinery
1434,KKPLASTICK.BO,Kkalpana Plastick Limited,Plastic Products
1435,WATERBASE.BO,WATERBASE LTD.,Other Food Products
1436,FLEXFO.BO,FLEX FOODS LTD.-$,Other Agricultural Products
1437,GOLKUNDIA.BO,GOLKUNDA DIAMONDS & JEWELLERY LTD.,Other Apparels & Accessories
1438,APCOTEXIND.BO,APCOTEX INDUSTRIES LTD.,Other Industrial Goods
1439,FORTISMLR.BO,Fortis Malar Hospitals Limited,Healthcare Services
1440,MASTEK.BO,MASTEK LTD.,IT Software Products
1441,EIMCOELECO.BO,EIMCO ELECON (INDIA) LTD.,Industrial Machinery
1442,SAYAJIHOTL.BO,SAYAJI HOTELS LTD.,Hotels
1443,JMGCORP.BO,JMG CORPORATION LTD.,Plastic Products
1444,ASHIANA.BO,ASHIANA HOUSING LTD.-$,Realty
1445,SVAMSOF.BO,SVAM SOFTWARE LTD.,IT Software Products
1446,ECOBOAR.BO,ECOBOARD INDUSTRIES LTD.,Forest Products
1447,DVL.BO,Dhunseri Ventures Ltd-$,Other Food Products
1448,IOSYSTEM.BO,IO SYSTEM LTD.,Industrial Machinery
1449,MAHEPC.BO,Mahindra EPC Irrigation Ltd,Plastic Products
1450,SREINFRA.BO,SREI INFRASTRUCTURE FINANCE LTD.,Finance (including NBFCs)
1451,MITSHI.BO,Mitshi India Ltd,Comm.Trading  & Distribution
1452,SHUKJEW.BO,SHUKRA JEWELLERS LTD.,Other Apparels & Accessories
1453,MAZDALTD.BO,MAZDA LTD.-$,Industrial Machinery
1454,VICEROY.BO,VICEROY HOTELS LTD.,Hotels
1455,SOVERDIA.BO,SOVEREIGN DIAMONDS LTD.,Other Apparels & Accessories
1456,MENONBE.BO,MENON BEARINGS LTD.-$,Auto Parts & Equipment
1457,MUKATPIP.BO,MUKAT PIPES LTD.-$,Iron & Steel Products
1458,GUJRAFIA.BO,GUJARAT RAFFIA INDUSTRIES LTD.,Containers & Packaging
1459,SIMPLEXINF.BO,SIMPLEX INFRASTRUCTURES LTD.,Construction & Engineering
1460,INNOVTEC.BO,INNOVATIVE TECH PACK LTD.,Containers & Packaging
1461,SUPTANERY.BO,Super Tannery Limited,Other Apparels & Accessories
1462,AXTEL.BO,AXTEL INDUSTRIES LTD.,Industrial Machinery
1463,PIFL.BO,Pacheli Industrial Finance Ltd,Finance (including NBFCs)
1464,PRECISION.BO,PRECISION CONTAINEURS LTD.,Comm.Trading  & Distribution
1465,VRWODAR.BO,V R WOODART LTD.,Auto Tyres & Rubber Products
1466,APIL.BO,Avi Products India Ltd,Comm.Trading  & Distribution
1467,POONAWALLA.BO,Poonawalla Fincorp Ltd,Finance (including NBFCs)
1468,HINFLUR.BO,HINDUSTAN FLUOROCARBONS LTD.,Fibres & Plastics
1469,KINGFA.BO,Kingfa Science & Technology (India) Ltd-$,Plastic Products
1470,PATIDAR.BO,Patidar Buildcon Limited,Realty
1471,RAMAPHO.BO,RAMA PHOSPHATES LTD.,Fertilizers
1472,VENLONENT.BO,VENLON ENTERPRISES LTD.,Commodity Chemicals
1473,POLYPLEX.BO,POLYPLEX CORPORATION LTD.,Containers & Packaging
1474,ALBERTDA.BO,ALBERT DAVID LTD.-$,Pharmaceuticals
1475,HARLETH.BO,HARYANA LEATHER CHEMICALS LTD.,Commodity Chemicals
1476,ACRYSIL.BO,ACRYSIL LTD.,Houseware
1477,KABRAEXTRU.BO,KABRA EXTRUSIONTECHNIK LTD.,Industrial Machinery
1478,VINYLINDIA.BO,VINYL CHEMICALS (INDIA) LTD.,Commodity Chemicals
1479,PCCOSMA.BO,PEE CEE COSMA SOPE LTD.,Household Products
1480,TCMLMTD.BO,TCM LTD.,Commodity Chemicals
1481,IOLCP.BO,IOL CHEMICALS & PHARMACEUTICALS LTD.,Pharmaceuticals
1482,VINATIORGA.BO,VINATI ORGANICS LTD.-$,Commodity Chemicals
1483,LACTOSE.BO,LACTOSE (INDIA) LTD.,Other Food Products
1484,AARTIIND.BO,AARTI INDUSTRIES LTD.,Specialty Chemicals
1485,WANBURY.BO,WANBURY LTD.,Pharmaceuticals
1486,RESONANCE.BO,RESONANCE SPECIALTIES LTD.-$,Pharmaceuticals
1487,GAEL.BO,GUJARAT AMBUJA EXPORTS LTD.,Other Agricultural Products
1488,RCF.BO,RASHTRIYA CHEMICALS & FERTILIZERS LTD.,Fertilizers
1489,KOPRAN.BO,KOPRAN LTD.,Pharmaceuticals
1490,AIMCOPEST.BO,AIMCO PESTICIDES LTD.,Agrochemicals
1491,GUJTERC.BO,GUJARAT TERCE LABORATORIES LTD.,Pharmaceuticals
1492,SEYAIND.BO,SEYA INDUSTRIES LTD.,Specialty Chemicals
1493,JAYAGROGN.BO,JAYANT AGRO-ORGANICS LTD.,Specialty Chemicals
1494,BCLIL.BO,BCL Industries Ltd-$,Edible Oils
1495,SHHARICH.BO,SHREE HARI CHEMICALS EXPORT LTD.,Commodity Chemicals
1496,INDOBORAX.BO,INDO BORAX & CHEMICALS LTD.-$,Commodity Chemicals
1497,AARTIDRUGS.BO,AARTI DRUGS LTD.,Pharmaceuticals
1498,BODALCHEM.BO,BODAL CHEMICALS LTD.,Specialty Chemicals
1499,ORCHIDPHAR.BO,Orchid Pharma Ltd,Pharmaceuticals
1500,VIMTALABS.BO,VIMTA LABS LTD.-$,Healthcare Services
1501,BIOFILCHEM.BO,BIOFIL CHEMICALS & PHARMACEUTICALS LTD.,Pharmaceuticals
1502,ISHITADR.BO,ISHITA DRUGS & INDUSTRIES LTD.,Pharmaceuticals
1503,MARKSANS.BO,MARKSANS PHARMA LTD.,Pharmaceuticals
1504,UNIVSTAR.BO,UNIVERSAL STARCH-CHEM ALLIED LTD.,Commodity Chemicals
1505,AREYDRG.BO,AAREY DRUGS & PHARMACEUTICALS LTD.,Pharmaceuticals
1506,NORRIS.BO,NORRIS MEDICINES LTD.,Comm.Trading  & Distribution
1507,ASINPET.BO,ASIAN PETROPRODUCTS & EXPORTS LTD.,Commodity Chemicals
1508,CAMEXLTD.BO,CAMEX LTD.,Commodity Chemicals
1509,EVEXIA.BO,Evexia Lifecare Ltd,Edible Oils
1510,INDOEURO.BO,INDO EURO INDCHEM LTD.,Specialty Chemicals
1511,SYNCOMF.BO,SYNCOM FORMULATIONS (INDIA) LTD.-$,Pharmaceuticals
1512,RIDDHI.BO,RIDDHI SIDDHI GLUCO BIOLS LTD.-$,Commodity Chemicals
1513,SVCIND.BO,SVC INDUSTRIES Ltd,Commodity Chemicals
1514,IPCALAB.BO,IPCA LABORATORIES LTD.,Pharmaceuticals
1515,KILITCH.BO,KILITCH DRUGS (INDIA) LTD.,Pharmaceuticals
1516,RAAJMEDI.BO,RAAJ MEDISAFE INDIA LTD.,Medical Equipment
1517,CORALAB.BO,CORAL LABORATORIES LTD.,Pharmaceuticals
1518,TULASEEBIOE.BO,TULASEE BIO-ETHANOL LTD.,Commodity Chemicals
1519,BACPHAR.BO,BACIL PHARMA LTD.,Pharmaceuticals
1520,KREBSBIO.BO,KREBS BIOCHEMICALS & INDUSTRIES LTD.-$,Pharmaceuticals
1521,KMCSHIL.BO,KMC SPECIALITY HOSPITALS (INDIA) LTD.,Healthcare Services
1522,LAFFANSQ.BO,LAFFANS PETROCHEMICALS LTD.-$,Commodity Chemicals
1523,BHASKAGR.BO,BHASKAR AGROCHEMICALS LTD.,Agrochemicals
1524,SUKHJITS.BO,SUKHJIT STARCH & CHEMICALS LTD.-$,Other Agricultural Products
1525,NEULANDLAB.BO,NEULAND LABORATORIES LTD.,Pharmaceuticals
1526,GAYATRIBI.BO,GAYATRI BIOORGANICS LTD.,Commodity Chemicals
1527,PODARPIGQ.BO,PODDAR PIGMENTS LTD.-$,Specialty Chemicals
1528,PHARMAID.BO,PHARMAIDS PHARMACEUTICALS LTD.,Pharmaceuticals
1529,VIVIDIND.BO,VIVID GLOBAL INDUSTRIES LTD.,Commodity Chemicals
1530,PRIYALT.BO,PRIYA LTD.-$,Comm.Trading  & Distribution
1531,TIRUSTA.BO,TIRUPATI STARCH & CHEMICALS LTD.,Other Food Products
1532,HEMORGANIC.BO,Hemo Organic Limited,Comm.Trading  & Distribution
1533,JDORGOCHEM.BO,JD ORGOCHEM LTD.,Specialty Chemicals
1534,ASHOKALC.BO,ASHOK ALCO-CHEM LTD.,Commodity Chemicals
1535,AKSCHEM.BO,AKSHARCHEM (INDIA) LTD.-$,Specialty Chemicals
1536,KAMRLAB.BO,KAMRON LABORATORIES LTD.,Pharmaceuticals
1537,BERLDRG.BO,BERYL DRUGS LTD.,Pharmaceuticals
1538,INDXTRA.BO,IEL Ltd,Other Food Products
1539,ISTRNETWK.BO,iStreet Network Limited,Internet & Catalogue Retail
1540,GAGAN.BO,GAGAN GASES LTD.,Integrated Oil & Gas
1541,PARKERAC.BO,PARKER AGROCHEM EXPORTS LTD.-$,Comm.Trading  & Distribution
1542,SHUKRAPHAR.BO,Shukra Pharmaceuticals Ltd,Pharmaceuticals
1543,ALUFLUOR.BO,ALUFLUORIDE LTD.,Commodity Chemicals
1544,SSORGS.BO,SS ORGANICS LTD.,Pharmaceuticals
1545,ARCHITORG.BO,ARCHIT ORGANOSYS LTD.,Commodity Chemicals
1546,SIKOZY.BO,Sikozy Realtors Limited,Realty
1547,INDOAMIN.BO,INDO AMINES LTD.-$,Commodity Chemicals
1548,INDSWFTLTD.BO,IND-SWIFT LTD.,Pharmaceuticals
